,AAPL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AEP.O,ALGN.O,AMAT.O,AMD.O,AMGN.O,AMZN.O,ANSS.O,ASML.O,ATVI.O,AVGO.O,BIDU.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CERN.O,CHKP.O,CHTR.O,CMCSA.O,COST.O,CPRT.O,CRWD.O,CSCO.O,CSX.O,CTAS.O,CTSH.O,DLTR.O,DOCU.O,DXCM.O,EA.O,EBAY.O,EXC.O,FAST.O,FB.O,FISV.O,FOX.O,FOXA.O,GILD.O,GOOG.O,GOOGL.O,HON.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JD.O,KDP.O,KHC.O,KLAC.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,MELI.O,MNST.O,MRNA.O,MRVL.O,MSFT.O,MTCH.O,MU.O,NFLX.O,NTES.O,NVDA.O,NXPI.O,OKTA.O,ORLY.O,PAYX.O,PCAR.O,PDD.O,PEP.O,PTON.O,PYPL.O,QCOM.O,REGN.O,ROST.O,SBUX.O,SGEN.O,SIRI.O,SNPS.O,SPLK.O,SWKS.O,TCOM.O,TEAM.O,TMUS.O,TSLA.O,TXN.O,VRSK.O,VRSN.O,VRTX.O,WBA.O,WDAY.O,XEL.O,XLNX.O,ZM.O,
2018-05-31,186.87,249.28,97.18,130.02,129.1,67.95,331.95,50.78,13.73,179.62,1629.62,162.8,196.65,70.91,252.07,242.56,293.96,2108.92,42.45,80.05,59.68,97.36,261.04,31.18,198.24,54.83,,42.71,64.65,182.25,75.35,82.59,49.81,87.99,130.91,37.72,41.39,53.23,191.78,72.6,,,67.4,1084.99,1100,147.91,208.21,272.44,68.27,55.2,201.6,459.67,35.18,119.3,57.48,113.23,198.18,105.05,135.36,97.38,39.27,290.83,51.16,,21.54,98.84,,57.59,351.6,228.32,252.19,114,56.21,269.41,65.58,62.23,,100.25,,82.07,58.12,300.32,78.88,56.67,60.49,7.1,88.07,110.81,98.61,45.09,63.79,55.7,284.73,111.91,106.24,130.44,154,62.39,130.96,45.52,68.11,,
2018-06-01,190.24,251.31,98.4,132.73,133.52,66.68,333.09,52.24,14.4,183.57,1641.54,165.8,202.16,73.03,256.34,248.46,297.09,2128.94,43.21,81,59.73,99.04,261.87,31.26,197.13,55.57,,43.66,65.44,184.56,76.87,81.28,50.12,92.2,135.69,38.34,40.99,53.63,193.99,73.33,,,68.3,1119.5,1135,150.09,215.36,276.33,67.91,57.08,204.08,479.25,36.09,119.92,57.65,115.84,202.68,122.19,138.34,101.05,39.56,296.66,51.5,,22.17,100.79,,58.74,359.93,232.48,257.62,114,57.35,272.48,66.48,62.97,,100.25,,83.25,58.61,306.88,80.71,56.91,61.62,7.07,89.46,113.95,100.97,45.09,64.01,56.87,291.82,114.8,107.27,132.57,152.05,62.86,126.29,44.74,70.37,,
2018-06-04,191.83,253.34,99.98,134.25,135.57,66.05,343.2,52.29,14.85,185.44,1665.27,168.09,203.92,72.79,258.37,260.9,298.91,2125.8,43.42,81.36,59.75,98.65,267.98,31.29,198.62,56.11,,43.58,64.69,186.81,77.22,81.21,53.65,93.46,134.66,39.07,40.54,53.47,193.28,74.26,,,70.21,1139.29,1153.04,150.14,218.81,280.26,68.04,56.83,207,477.93,38.16,120.21,58.42,116.24,204.59,124.98,138.69,101.41,39.78,307.65,51.79,,22.09,101.67,,59.1,361.81,237.41,264.85,110.7,57.36,277.72,66.83,63.08,,100.12,,84.57,58.71,312.09,83.14,57.07,61.51,7.1,89.68,115.8,100.35,46.41,64.42,57.12,296.74,115.74,108.02,134.87,149.65,63.3,128.15,44.14,70.33,,
2018-06-05,193.31,252.7,100.64,134.07,136.8,65.29,346.08,52.91,14.85,181.73,1696.35,170.02,209.32,72.77,259.26,259.98,298.64,2140.99,43.69,84.21,60.39,98.37,265.95,31.08,197.84,57.29,,43.67,64.69,189.83,77.03,82.95,54.59,94.43,136.96,40.04,40.43,54.26,192.94,74.68,,,70.06,1139.66,1151.02,149.87,217.45,279.1,68.41,56.53,208.23,492.37,38.87,120.12,57.92,118.13,201.84,124.05,138.22,102.14,39.26,307.02,51.36,,22.03,102.19,,59.41,365.8,238.35,265.07,116.36,54.58,275.82,67.1,64.41,,100.21,,85.05,58.98,311.85,83.89,55.68,63.05,7.06,90.3,116.53,99.51,46.59,66.67,57.16,291.13,117.66,109.02,135.83,145.72,62.89,128.71,43.32,70.42,,
2018-06-06,193.98,253.95,102.1,136.1,137.93,63.81,346.37,52.53,15.67,183.55,1695.75,171.54,213.61,74.79,263.52,263.94,303.75,2153.78,44.12,85.05,61.31,98.83,275.09,32.27,197.66,57.15,,44.26,65.33,190.93,78.14,81.59,57.36,94.19,136.94,39.95,39.71,52.09,191.34,76.06,,,71.97,1136.88,1146.95,151,219.51,285.25,68.55,57.03,209.5,493.38,40.4,120.26,57.92,117.43,199.61,124.19,141.57,103.31,39.49,315,53.2,,22.11,102.49,,59.42,367.45,237.93,265.15,114.52,54.14,279.13,68.07,65.49,,100.83,,85.21,59.84,315.13,84.5,57.17,65.36,7.15,91.43,117.81,100.31,48.02,67.82,57.6,319.5,118.11,109.42,137.11,145.97,63.15,128.31,42.35,70.66,,
2018-06-07,193.46,247.51,101.96,134.58,134.14,64.15,339.32,51.25,14.89,183.3,1689.3,170.87,207.56,73.95,264.68,264.89,305.37,2131.98,44.08,84.67,60.25,98.02,278.19,32,202.57,57.07,,43.65,65.75,189.07,76.72,81.96,55.99,89.49,136.91,40.45,40.14,52.94,188.18,75.07,,,71.9,1123.86,1134.42,152.09,218.04,280.71,69.02,55.88,206.26,485.34,39.5,120.21,57.67,115.93,188.83,122.7,139.44,102.22,39.32,288.85,52.83,,22.2,100.88,,59.63,361.4,239.63,262.9,120.07,50.88,282.76,67.63,64.98,,101.16,,83.27,60.64,308.72,85.09,57.14,65.59,7.18,90.12,114.65,102.49,48.07,63.78,57.82,316.09,117.24,109.11,136.54,145.75,63.6,123.37,42.72,70.69,,
2018-06-08,191.7,251.21,101.06,135.35,135.13,64.11,346.67,51.15,15.25,184.3,1683.99,172.23,207.45,74.29,257.97,263.59,303.29,2136.54,44.07,84.71,60.69,99.1,277.26,32.08,203.76,57.63,,43.48,67.07,191.48,77.11,82.63,57.92,93,137.87,40.29,40,52.82,189.1,75.47,,,71.91,1120.87,1132.71,151.86,219.72,282.03,70.01,55.05,206.26,484.6,39.92,120.52,58.47,114.2,188.03,122.02,138.38,102.15,39.78,288.8,55.48,,21.75,101.63,,61.39,360.57,243.58,262.28,120.17,51.28,283.13,68.17,65.26,,102.49,,84.34,60.26,308.1,85.84,56.6,65.01,7.24,90.51,116.75,99.81,48.89,64.28,57.8,317.66,115.74,109.06,137.87,150.55,63.4,123.9,42.69,69.54,,
2018-06-11,191.23,251,101.39,134.08,135.97,62.93,348.44,49.89,15.73,184.61,1689.12,172.99,209.86,75,260.83,269.78,306.68,2124.29,44.25,84.61,60.71,99.33,283.06,32,204.5,57.57,,43.69,67.28,190.52,76.97,83.95,59.54,95.01,139.16,40.49,39.93,52.84,191.54,75.13,,,71.83,1129.99,1140.9,151.87,221.07,284.13,69.36,54.52,206.36,490.71,39.64,120.59,59.88,112.47,183.71,122.37,139.14,102.4,40.23,297.73,56.07,,21.37,101.05,,61.39,361.45,253.2,260.62,118.29,51.61,284.78,68.14,65.6,,103.21,,83.89,59.93,311.95,85.56,56.48,66.74,7.22,90.59,117.07,99.66,49.47,64.35,57.99,332.1,115.28,108.94,137.9,148.63,64.06,123.24,42.13,69.72,,
2018-06-12,192.28,252.59,102.02,139.3,137.36,63.57,354.25,50.86,15.85,185.07,1698.75,175.96,209.34,75.94,261.43,267.42,306.19,2132,44.51,84.41,60.66,100.88,290.98,32.38,204.88,57.61,,43.94,66.75,192.3,78.25,86.59,61.82,98.78,139.78,40.45,40.49,53.48,192.4,75.85,,,71.68,1139.32,1148.19,152.26,222.34,292.07,70.58,54.82,207.49,494.92,41.47,120.79,60.12,113.59,186.93,124.96,139.86,102.69,40.43,301.14,56.18,,21.61,101.31,,60.55,363.83,257.44,262.58,115.25,52.94,284.78,69.45,65.2,,104.48,,85.02,59.79,309.53,85.71,56.48,69.21,7.27,90.79,118.4,100.88,50.31,66.21,58.09,342.77,115.41,109.43,139.91,150.99,63.7,126.59,42.58,70,,
2018-06-13,190.7,256.13,101.05,140.34,137.16,63.46,363.49,50.98,16.32,183.68,1704.86,175.79,213.75,76.67,263.58,270,306.91,2106.36,44.58,83.78,60.26,100.07,285.02,32.32,204.11,57.7,,44.01,66.13,192.3,78.02,87.98,63.77,98.82,143.28,39.33,40.52,53.02,192.41,75.85,,,71.29,1134.79,1144.23,151.83,222.58,287.24,70.54,55.03,207.79,490.47,41.25,120.49,60.1,112.96,184.59,125.13,138.35,102.08,40.14,291,56.1,,22,100.85,,60.05,379.93,255.21,262.4,111.45,52.59,281.65,69.5,64.01,,105.27,,85.27,59.22,308.28,84.69,56.21,68.05,7.31,90.47,117.67,100.44,50.28,66.14,58.68,344.78,114,109.7,139.34,151.94,63.91,126.44,42.5,69.78,,
2018-06-14,190.8,258.1,101.7,139.82,138.41,64.62,366.27,49.69,16.25,185.79,1723.86,176.92,215.89,77.71,268.46,270.64,305.68,2123.06,44.94,83.84,61.08,99.94,295.61,33.82,205.12,58.08,,44.69,65.89,191.56,78.55,88.34,63.53,98.53,144.39,39,41.07,52.79,196.81,76.43,,,71.15,1152.12,1160.11,151.2,226.08,290.16,73.64,55.54,209.08,495.52,43.75,120.63,60.67,113.13,181.17,125.88,138.75,102.57,40.4,305,56.05,,21.76,101.42,,59.18,392.87,255.04,266.91,113.01,52.81,281.89,69.34,63.76,,105.13,,85.61,59.46,315.67,84.5,57.02,65.49,7.38,90.87,119.5,101.97,51.14,66.49,59.53,357.72,114.72,109.97,141.22,154.99,64.87,128.2,42.87,70.43,,
2018-06-15,188.84,251.82,101.5,139.57,137.99,65.05,362.66,49.31,16.34,185.01,1715.97,177.78,214.82,77.41,270.23,272.97,305.03,2141.45,45.02,85.47,61.87,99.97,297.2,33.88,207.32,58.22,,44.25,66.65,190.51,80.7,88.02,63.95,99.72,146.65,38.89,41.49,52.69,195.85,76.49,,,70.23,1152.26,1159.27,150.23,227.9,288.75,73.96,55.11,208.96,490.49,43.59,121.5,61.61,112.84,178.41,128.37,138.83,101.98,40.82,303.82,56.43,,21.91,100.13,,58.23,391.98,254.88,265.26,113.16,54.48,282.93,69.78,64,,107.61,,85.31,59.86,315.3,85.14,57.11,65.11,7.58,90.57,115.86,102.7,51.72,66.12,60.01,358.17,115.89,109.9,142.27,155.02,65.8,128.09,43.33,70.22,,
2018-06-19,185.69,251.74,100.06,138.6,141.04,66.87,365.24,48.55,16.69,186.19,1734.78,176.76,206.18,77.24,260.95,262.11,292.04,2139.26,44.92,84.72,61.37,99.59,292.99,32.81,207.53,59.43,,43.82,64.83,190.55,79.2,87.27,63.87,100.81,143.09,39.18,41.61,52.12,197.49,76.16,,,70.94,1168.06,1178.69,147.28,225.38,285.74,72.98,52.93,210.61,488.6,41.89,121.79,62.14,110.58,173.35,128.1,136.58,100.4,40.34,295.26,55.88,,21.32,100.86,,59.25,404.98,249.19,260.17,108.99,52.93,282.01,69.45,62.75,,105.96,,84.52,58.7,327.07,84.95,57.43,65.78,7.47,89.2,116.74,99.44,49.9,65.04,60.54,352.55,113.66,109.21,143.47,154.5,64.61,129.56,44.19,68.5,,
2018-06-20,186.5,251.24,101,137.79,140.94,66.9,364.7,48.58,16.52,186.51,1750.08,182.73,205.5,76.84,261.22,264.06,296.86,2145.77,45.2,84.29,61.06,99.51,290.34,33.39,207.98,60.2,,43.74,64.87,190.28,78.82,86.56,62.46,100.65,143.54,39.26,41.8,52.76,202,76.21,,,71.46,1169.84,1184.07,146.54,224.98,287.65,73.43,53.46,213.52,487.45,41.68,122,63.04,109.77,174.54,128.27,135.99,101.23,40.76,296.48,55.54,,21.75,101.87,,58.95,416.76,254.9,262.31,112.92,53.69,284.18,69.92,62.51,,105.81,,85.95,58.79,336.93,86.61,52.22,66.76,7.51,90.31,115.87,100.03,49.67,65.53,60.34,362.22,114.24,108.64,142.3,157.63,68,128.18,43.88,68.64,,
2018-06-21,185.46,248.83,99.16,138.21,137.74,67.47,359.6,48.99,15.65,185.99,1730.22,181.9,204.24,76.05,259.65,260.5,297.34,2122.49,44.9,84.06,59.93,98.33,291.86,32.79,209.96,59.57,,43.16,64.05,189.46,77.68,86.22,57.59,99.74,143.15,38.01,41.43,50.88,201.5,75.78,,,71.52,1157.66,1169.44,143.97,221.91,286.05,72.49,52.19,209.8,487.08,40.82,122.15,62.57,110.31,176.05,127.71,133.73,98.7,40.74,287.37,55.97,,21.24,101.14,,59.44,415.44,254.19,257.11,112.84,53.22,287.07,69.71,61.51,,107.24,,85.97,58.75,329.04,86.62,50.62,66.61,7.16,89.23,113.17,98.86,49,65.59,60,347.51,112.11,107.57,140.32,156.57,67.79,125.76,43.85,67.68,,
2018-06-22,184.92,243.63,99.09,139.09,136.51,67.35,353.27,47.96,15.8,185.15,1715.67,179.32,206.37,75.98,259.71,259,296.04,2102.85,43.87,83.77,59.81,97.48,299.3,33.81,211.1,59.91,,43.2,64.78,188.63,78.7,86.99,57.55,99.56,141.26,38.09,41.5,50.59,201.74,75.57,,,71.07,1155.48,1169.29,144,222.9,282.65,74.03,52.5,205.98,483.21,40.82,122.37,63.21,106.56,174.7,124.18,132.61,96.92,41.3,290.86,56.86,,21.31,100.41,,57.1,411.09,259.4,250.95,115.07,51.89,286.16,70.22,62.11,,108.37,,85.12,58.5,331.97,85.98,51.24,66.85,7.14,88.12,105.23,98.55,48.78,64.19,60.79,333.63,112.38,107.89,138.68,159.19,67.61,124.01,43.85,66.73,,
